Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
2023-05-28 13:46:02.272,8651.0,145.0,6,0.0,1,0,car,0 days 00:00:45.065000,0 days 01:45:01.295000,2017.196944444446
2023-05-28 13:46:02.472,9262.0,130.0,5,0.0,1,0,car,0 days 00:00:45.265000,0 days 01:45:01.495000,2024.4191666666684
2023-05-28 13:46:02.912,8672.0,107.0,2,0.0,1,0,car,0 days 00:00:45.705000,0 days 01:45:01.935000,2037.4969444444464
2023-05-28 13:46:03.392,7200.0,89.0,2,0.0,1,0,car,0 days 00:00:46.185000,0 days 01:45:02.415000,2049.3636111111127
2023-05-28 13:46:03.712,6689.0,83.0,2,0.0,1,0,car,0 days 00:00:46.505000,0 days 01:45:02.735000,2056.7413888888905
2023-05-28 13:46:03.952,6559.0,77.0,2,0.0,1,0,car,0 days 00:00:46.745000,0 days 01:45:02.975000,2061.8747222222237
2023-05-28 13:46:04.192,5909.0,73.0,2,0.0,1,0,car,0 days 00:00:46.985000,0 days 01:45:03.215000,2066.7413888888905
2023-05-28 13:46:04.632,5951.0,65.0,2,3.0,0,0,car,0 days 00:00:47.425000,0 days 01:45:03.655000,2074.685833333335
2023-05-28 13:46:04.792,6280.0,67.0,2,12.0,0,0,car,0 days 00:00:47.585000,0 days 01:45:03.815000,2077.6636111111125
2023-05-28 13:46:05.512,7108.0,74.0,2,39.0,0,0,car,0 days 00:00:48.305000,0 days 01:45:04.535000,2092.4636111111126
2023-05-28 13:46:05.752,7582.0,84.0,2,61.0,0,0,car,0 days 00:00:48.545000,0 days 01:45:04.775000,2098.063611111113
2023-05-28 13:46:05.952,8758.0,93.0,2,73.0,0,0,car,0 days 00:00:48.745000,0 days 01:45:04.975000,2103.230277777779
2023-05-28 13:46:06.152,9540.0,108.0,2,81.0,0,0,car,0 days 00:00:48.945000,0 days 01:45:05.175000,2109.230277777779
2023-05-28 13:46:06.392,10440.0,112.0,2,81.0,0,0,car,0 days 00:00:49.185000,0 days 01:45:05.415000,2116.6969444444458
2023-05-28 13:46:06.592,11284.0,127.0,2,85.0,0,0,car,0 days 00:00:49.385000,0 days 01:45:05.615000,2123.752500000001
2023-05-28 13:46:06.792,11043.0,127.0,2,92.0,0,0,car,0 days 00:00:49.585000,0 days 01:45:05.815000,2130.8080555555566
2023-05-28 13:46:06.992,11246.0,142.0,3,92.0,0,0,car,0 days 00:00:49.785000,0 days 01:45:06.015000,2138.6969444444453
2023-05-28 13:46:07.232,11806.0,152.0,3,100.0,0,0,car,0 days 00:00:50.025000,0 days 01:45:06.255000,2148.8302777777785
2023-05-28 13:46:07.472,10538.0,165.0,3,100.0,0,0,car,0 days 00:00:50.265000,0 days 01:45:06.495000,2159.8302777777785
2023-05-28 13:46:07.793,11281.0,177.0,4,100.0,0,0,car,0 days 00:00:50.586000,0 days 01:45:06.816000,2175.6127777777783
2023-05-28 13:46:07.993,11672.0,185.0,4,100.0,0,0,car,0 days 00:00:50.786000,0 days 01:45:07.016000,2185.890555555556
2023-05-28 13:46:08.273,10771.0,195.0,5,100.0,0,0,car,0 days 00:00:51.066000,0 days 01:45:07.296000,2201.0572222222227
2023-05-28 13:46:08.672,11428.0,208.0,5,100.0,0,0,car,0 days 00:00:51.465000,0 days 01:45:07.695000,2224.110555555556
2023-05-28 13:46:08.912,11747.0,214.0,5,100.0,0,0,car,0 days 00:00:51.705000,0 days 01:45:07.935000,2238.3772222222224
